"","N.count","P.count","Missing","2014_ZellerG-Median","2015_FengQ-Median","2016_VogtmannE-Median","2019_Thom-Median","2019_WirbelJ-Median","2019_Yachida-Median","2021_JunY_1-Median","2021_JunY_2-Median"
"Bipolaris zeicola",5,3,0,-0.184512104180911,0.36991639739928,-0.646765134622665,0.406692094748801,-0.666029825836856,-0.236002973041983,0.258130365024268,-0.108286388345768
"Bipolaris maydis",5,3,0,-0.148953737119699,-0.0697137417771364,-1.69766526281062,0.000645075352022587,0.0915543679156366,0.0214354073314914,-0.00152241065287653,-0.099298663952028
"Bipolaris sorokiniana",5,3,0,-0.504848992016113,0.247848416182493,0.121495816423308,0.573467980261328,-0.559227887534252,-0.0111838281816126,-0.0482265154237085,-0.0744033740813796
"Bipolaris oryzae",5,3,0,-0.0427990733519366,0.0315411812176842,-0.135599749803391,0.440618047549052,-0.140425662631256,0.286010018107291,-0.366161259760261,-0.231721366367188
"Stemphylium lycopersici",1,7,0,0.537413387178093,0.0802677596759148,0.122009172427462,0.499852015455439,0.238895054227494,-0.00674954229229475,0.216347630942413,0.0302869793240138
"Elsinoe australis",1,7,0,0.235196226531102,0.54558886692656,0.289264879602101,0.141371882522336,0.418782649735575,-0.0764593317535055,0.904209520891556,0.370988718427446
"Aureobasidium melanogenum",6,2,0,0.0799753763969354,-0.158655236878797,-0.0891892678744282,0.630666339094889,-0.335526891226906,-0.0154392300907569,-0.220176452313974,-0.131104728823926
"Aureobasidium namibiae",5,3,0,-0.47471043546276,-0.603040413406748,0.158557302173759,0.168871899537225,-0.555762069517547,0.0327436251445592,-0.374726336437725,-0.545233767220906
"Aureobasidium subglaciale",6,2,0,0.134632568211302,-0.155665558595328,-0.166987106778938,-0.248525316875689,-0.846014688167599,-0.0186432958520448,-0.901153747124988,0.142129620202323
"Acidomyces richmondensis",7,1,0,-0.158884273753618,-0.514218141617735,-0.330738755599852,0.0539618199214466,-0.436442590596246,-0.0434245546723174,-0.605499664129188,-0.194180371832707
"Rachicladosporium sp. CCFEE 5018",4,4,0,0.548026158083531,-0.649121223519935,-0.351232336115741,0.560578548765277,-1.09704200210393,0.233085393273202,0.268383690659001,-0.0410932588737992
"Rachicladosporium antarcticum",3,5,0,0.211492054913469,0.150943647387771,-0.267931028344167,0.244776232801156,-0.315952536352592,0.0520986714166473,-0.420541282996642,0.0841978857325203
"Hortaea werneckii",4,4,0,-0.338561273832813,-0.731590416156642,0.0551418276926436,0.409279724464033,0.0562708569848957,0.15185127662423,-0.389175275394296,-0.110342377666591
"Baudoinia panamericana",5,3,0,-0.916975340277136,-0.841491608636976,0.352176871533339,0.23854761851698,-0.0461509135435124,0.201106776884773,-1.02994783908192,-0.429002035004411
"Sphaerulina musiva",1,7,0,0.907130062812722,0.107922817692732,0.809612189364265,0.242715291065232,-0.305051985164401,0.212033467351256,0.79954421054971,0.543292604718028
"Cercospora beticola",5,3,0,-0.0346626622898941,-0.0729026291572794,0.089906073325207,0.098447554313176,-2.46977235254261,0.218996718016198,-0.115707368425355,-0.363656589284314
"Cercospora zeina",6,2,0,0.0860363899426933,-0.226243939841135,0.0461936265638397,-0.118142632652707,-0.282993682539714,-0.283141085431732,-0.432601625866671,-0.302427980382905
"Cercospora berteroae",6,2,0,0.379456103455154,-0.350226325629372,-0.0187195347814498,-0.0524627253575834,-0.599561165946562,0.268370790401559,-0.327067473044548,-0.227833441885601
"Zymoseptoria brevis",6,2,0,-0.503034688556876,-0.722222820779391,-0.12383071859626,1.04958321371079,-0.785449826421308,0.386396434366093,-0.495044245915185,-0.485377310842172
"Zymoseptoria tritici",2,6,0,0.140254987832343,0.147125262246477,-0.2209410365629,0.00806413449777533,-0.373688697674214,0.101920203655181,0.502247993533836,0.00737824467634431
"Pseudocercospora eumusae",2,6,0,0.358016391200786,-0.0419123400795722,0.0323974275035532,0.602285513575893,-0.133977955584791,0.0670024116818852,0.31448204412182,0.27939727199481
"Pseudocercospora musae",6,2,0,-0.403503156369979,-0.598749641833551,-0.259180872497451,0.24929039669875,-0.80599224679888,0.125285302006704,-0.802569874179329,-0.524931514783783
"Pseudocercospora fijiensis",7,1,0,-0.394535118234066,-0.204750308843805,-0.0140542422707606,0.56081370697692,-0.74380072711866,-0.0313992651176254,-0.293571926758457,-0.336158258501727
"Phaeomoniella chlamydospora",6,2,0,-0.00324051816418629,-0.159681106422229,-0.000775112529094261,0.460736833936065,-0.471337615675626,0.0543290248101617,-0.685019709892044,-0.0236403142904321
"Endocarpon pusillum",4,4,0,-0.277242901281583,-0.279014682151077,-0.083301642565693,0.560441206562514,0.296100024915845,0.0761667618175559,0.0370513367361364,-0.24926044509516
"Cyphellophora europaea",4,4,0,0.0299925632396285,-0.18651419848297,0.275583469310332,-0.0815517831496492,-0.497168206048313,0.0468067292525601,0.00107853171196415,-0.0266925014845697
"Phialophora americana",5,3,0,-0.0988250755471025,0.160328668878254,-0.462378545730478,-0.249938519012228,-0.2824503738744,0.194554111352831,-0.197700921859084,0.0488315659658066
"Rhinocladiella mackenziei",3,5,0,-0.00840704696265758,-0.498314447006741,0.0693828628750049,0.135602226298602,-0.387329792939646,0.233791200346501,0.0576721788485012,0.149949974415775
"Capronia coronata",6,2,0,-0.313621676298239,-0.744586903088226,0.414830224907603,-0.0932161988812977,-0.596230767232771,0.209055971847225,-0.710282663032901,-0.169703351110617
"Capronia epimyces",3,5,0,0.261046402874199,0.302668140318446,-0.175605392007444,0.0382097632994537,-0.55284537275247,0.0850750106228362,-0.0250272017651084,0.0441871862546281
"Exophiala dermatitidis",4,4,0,0.122303583165904,-0.187230585114028,0.204410868732874,0.771592772234617,-0.261575584647943,0.254697667729759,-0.309719266985542,-0.0774902286270183
"Exophiala aquamarina",5,3,0,-0.211943181026564,0.191008116206821,0.118765577732568,-0.0255166441169038,-0.698895527698419,0.141477999131696,-0.174357840177449,-0.18143713462644
"Exophiala sideris",6,2,0,-0.098126342404945,-0.180069773929037,-0.0557134459720103,0.708547453987914,-0.324294292951642,0.362170405865908,-0.459328978778878,-0.199989151789779
"Fonsecaea multimorphosa",5,3,0,0.257578813807163,-0.598053365515761,-0.178558970567493,0.269578902596736,-0.877694148560923,0.0544083346276624,-0.658459922083597,-0.054878774027506
"Fonsecaea pedrosoi",6,2,0,-0.50210138002094,-0.338925999641887,-0.86177039377998,0.743559112312608,-0.195330291295162,0.257227063527957,-0.787135608025884,-0.293155087601581
"Cladophialophora yegresii",4,4,0,-0.120161041623392,-0.519602457182306,0.122083045818999,0.689815844869844,0.40580900829013,0.542817396985072,-0.398465861622617,-0.0424885743788418
"Cladophialophora carrionii",4,4,0,0.403532905475851,-0.113162100427982,-0.0600343908598533,0.0395023903091604,-0.600899132102758,0.223730556275412,-0.258379407104355,0.00826466883643807
"Cladophialophora bantiana",4,4,0,0.370978569333681,-0.181882823557337,-0.0164111245314633,0.149475097275818,-0.476877989208933,0.067756900966416,-0.109561641964855,0.113890673615009
"Cladophialophora psammophila",6,2,0,-0.451627121130022,-0.675723817839823,-0.763247266127588,0.551984145879282,-0.0523949184953507,0.205770236690222,-0.647293971291181,-0.10886640328325
"Ascosphaera apis",4,4,0,-0.320390869653461,0.00679818422775382,-0.515510490956281,0.420901422438616,0.0968855997925957,0.15815584989448,-0.480889941960749,-0.164240899472123
"Uncinocarpus reesii",4,4,0,0.000486780809710148,-0.258903065206277,-0.290474402328204,0.41915024988735,-1.09414584090725,0.104622481726273,-0.0934848236013634,0.100477570535684
"Nannizzia gypsea",6,2,0,-0.265228907813868,-0.445119683346213,-0.106088929796352,0.0778020624552157,-0.214895435937129,0.276938965342785,-0.0545736919230246,-0.303120008321324
"Microsporum canis",5,3,0,-0.434503944977713,-0.431130690287633,0.0451981625238921,0.576436204539778,-0.643703507660077,0.0527595864464776,-0.687764087946799,-0.464574910572986
"Trichophyton tonsurans",5,3,0,-0.0429644007795043,0.768177108121974,-0.0299342315847229,0.0948286346094659,-0.134070060527405,-0.0137447084674632,0.0384049291740025,-0.173330177008039
"Trichophyton interdigitale",5,3,0,-0.299221786317944,0.0255454181008029,-0.212878754029804,0.0598396303240683,-0.0554675539067104,0.0280883358828491,-0.148406671659069,-1.25670597631797
"Trichophyton soudanense",6,2,0,-0.0281540816767233,-0.0123718818635137,-0.0024281696174416,-0.0142846305766824,-0.011948278306976,0.00239445659752325,0.0227621909733019,-0.0318937382643736
"Trichophyton rubrum",4,4,0,-0.0225475220759298,-0.0121776487991012,-0.0764032161196814,0.136110805767255,0.0659571057122784,-0.00751577850220062,0.208155137386794,0.427002444335857
"Trichophyton equinum",3,5,0,-0.0661257838290174,0.129663655505309,0.0623780514866796,0.046835731865979,-0.0358710998530768,0.0564619023436429,-0.0508313735734784,0.257320343935318
"Trichophyton mentagrophytes",8,0,0,-1.53733040198713,-0.129877890184194,-0.454123334613184,-0.110929226253659,-1.87247885590329,-0.136276051284905,-0.513890619543249,-0.571313802166368
"Trichophyton verrucosum",7,1,0,-1.3402519742269,-0.906047763059811,0.165552107417169,-0.291909970171575,-0.224304668970341,-0.222224607690084,-0.215714197635524,-0.126355995867514
"Trichophyton benhamiae",5,3,0,0.613321102729499,-0.149867403582312,-1.36226704452512,1.06954162843828,-0.623072132357802,0.234869249729975,-0.31701245041905,-0.374509234778243
"Coccidioides immitis",6,2,0,-1.09809255713094,0.259080719909326,0.439299476190153,-0.017036055018719,-1.5256620877287,-0.154589739500188,-0.522252115292413,-0.367427386873126
"Coccidioides posadasii",4,4,0,-0.955662388883374,0.316959275321614,0.29060877572608,1.75458214871166,-2.22631075998277,-0.495807965933905,0.0409351820619443,-0.099264571349827
"Paracoccidioides brasiliensis",7,1,0,-0.387923252204632,0.223008670170581,-0.329450219928299,-0.0548707711233014,-1.01218329657619,-0.0590658075167662,-0.719637726462105,-0.384404141469835
"Paracoccidioides lutzii",5,3,0,-0.575243309193776,-0.585505050886874,0.162423379376254,0.455023837565426,-0.840042751178515,0.374027565284438,-0.691986908927363,-0.213812702643801
"Emergomyces pasteurianus",5,3,0,-0.157843429872711,0.273293182733618,-0.0816710762977039,0.256643370878285,-0.944348901849387,0.094136060526547,-0.683804687674628,-0.177880739695748
"Polytolypa hystricis",6,2,0,-0.62491888498325,-0.0716340268762201,0.392586889571169,-0.0462005230613608,-0.525950270627924,0.335419314964943,-1.06853781970467,-0.585182538694055
"Helicocarpus griseus",6,2,0,-0.13981363625557,-0.409548531223704,-0.496194133295753,0.445192201757347,-0.720919848173291,0.199271734657779,-0.516608039063241,-0.0587318464260741
"Histoplasma capsulatum",6,2,0,-0.296794547645172,-0.0168814029033613,-0.117535407231552,0.3405966411819,-0.453941510522918,0.0905324245042561,-0.300006849592986,-0.405161409983229
"Emmonsia sp. CAC-2015a",6,2,0,-0.230579486388787,-0.473481889608085,-0.217710050037644,0.166020017288457,-0.658567963126807,0.06943716034357,-0.449049936141855,-0.384637846759458
"Emmonsia crescens",6,2,0,-0.1385576667541,-0.0493284763631004,-0.0435566534631141,0.251932836763666,-0.775553430520663,0.256197951214904,-0.712882190352791,-0.431275499888404
"Blastomyces parvus",3,5,0,0.470909184074632,0.255884892268098,-0.0466087596834343,0.257082457776692,-0.910013529369739,0.295230778712635,-0.127954758227232,0.0804060542803932
"Blastomyces percursus",4,4,0,-0.0411322458474416,-0.326885222833267,0.140443337448634,0.480455923361534,-1.03805025795501,0.00299669267412304,-0.439447703232497,0.0120604311884264
"Blastomyces gilchristii",6,2,0,-0.516797344930431,-0.103700725249339,-0.15830253944717,0.583841126147087,-0.0928976334738245,0.106221791951556,-0.751979421453096,-0.257859148576216
"Blastomyces dermatitidis",6,2,0,-0.430906115772786,-0.191304621000519,-0.309344200407779,0.863076951685139,-0.0127278078395162,0.116516123971292,-0.660837856654535,-0.273077628630825
"Blastomyces silverae",5,3,0,-0.616903375757237,-0.319194722362809,0.236383813803681,0.593282171352066,-1.44601997828972,0.129495331609989,-0.30968718522321,-0.396665100633825
"Byssochlamys spectabilis",7,1,0,-0.111137376073041,-0.0899452005236284,-0.136471722095394,-0.160660216061283,-0.789943977400499,0.166980980735492,-0.416475600028422,-0.356638532951738
"Elaphomyces granulatus",4,4,0,-0.00787470834104125,-0.0466900950065968,-0.0440073230020656,0.102279919359071,-0.0655021526993099,0.0998221823937045,0.403829088699651,0.0187057321928615
"Rasamsonia emersonii",4,4,0,0.322561225052303,-0.0663995317531528,-0.0442134322022468,0.120191131910742,-1.10579569311757,0.0820239910387575,-0.585612388507265,0.0346637549167742
"Talaromyces marneffei",4,4,0,-0.543374407606496,-0.138581154682968,0.150801077579837,0.253917644130981,0.0297028326406849,-0.125922919425138,-0.090967320090889,0.151522126276682
"Talaromyces cellulolyticus",5,3,0,0.469503256557531,-0.578390547217369,0.153138125430851,1.16340024283816,-0.0538508958661499,-0.221027021674098,-0.243734146731458,-0.677930286088505
"Talaromyces stipitatus",4,4,0,-0.349734949533541,0.316696139668201,0.165348961178746,0.0376590643851025,-0.195980183584524,0.019784398960358,-0.310796883342875,-0.156314282678015
"Talaromyces islandicus",6,2,0,-0.127149001811878,-0.230676429686782,-0.569981428588512,-0.0609710664277631,0.588612998504914,0.110249054549701,-1.52049529196304,-0.0375640249909878
"Talaromyces rugulosus",5,3,0,-0.146229777363911,-0.116881559694823,0.262642149065684,0.124645609569116,-0.619704300313893,0.22190521467318,-0.584468062754354,-0.310639993217703
"Penicilliopsis zonata",5,3,0,-0.362974519031184,0.0835868699671986,-0.424954603949269,0.533863111152502,-0.588771327111273,0.313393460500521,-0.681635595229673,-0.0625296493464244
"Penicillium chrysogenum",2,2,4,0.000995276585129794,-0.0235651883709114,0,0,0,0,-0.00108792364793375,0.022557849929021
"Penicillium rubens",5,2,1,-0.029429785550017,-0.0192986803829343,-0.0206101616742889,-0.0340695627816913,0,0.0036441122046312,-0.0812637561210402,0.017130148589386
"Penicillium flavigenum",5,3,0,-0.404285509550207,0.334488939486245,-0.209201184427418,0.30082861904564,-0.102006119422762,0.458636591924972,-0.412398370355747,-0.532711566347194
"Penicillium solitum",5,3,0,-0.822823700967796,-0.314909077965235,0.145292673749459,0.832367175404789,-0.0183343356563194,0.252144530684569,-0.708126081797022,-0.0965234416481836
"Penicillium digitatum",3,5,0,-0.0103096802373168,0.0292555233493827,-0.0280632832836952,-0.0160741089369275,0.00907674693296211,0.00193627619671452,0.00768314447952321,0.0137841945430485
"Penicillium roqueforti",7,1,0,-0.23545097564589,-0.292240813679573,-0.478085950960451,-0.190542903406685,0.799034539610269,-0.206523223510875,-0.0998512000538294,-0.0591959895943344
"Penicillium nordicum",6,2,0,-0.337790356068208,-0.841270949000993,-0.872814833674339,0.841407889774283,-1.15475808121093,0.0465993412228819,-0.59411054563495,-0.0959570408043375
"Penicillium nalgiovense",5,3,0,-0.739348340434948,-0.713209515903494,-0.553492055168335,0.852509299257421,-1.50667308295808,0.267430259549059,-0.293132111127052,0.0486158777153063
"Penicillium sp. 'occitanis'",5,3,0,0.0869206425900256,0.200376860176857,-0.0770782861168557,-0.159571536550066,-2.66142720549585,-0.00733106086429253,0.626335013745442,-0.330274291086383
"Penicillium griseofulvum",5,3,0,0.0163701936257448,-0.431961573415081,-0.501743796111842,0.317091647950941,-0.406278721417007,0.048413189304409,-0.557752484650679,-0.286511176315135
"Penicillium antarcticum",6,2,0,-0.553913850521164,-0.458063101582906,-0.279233422551393,0.0914342750994761,-1.0110482641107,0.174951072730714,-0.624680130919414,-0.373700935767823
"Penicillium brasilianum",5,3,0,-0.0293900825952997,-0.0937608568874599,0.304523666077086,0.181931447750637,-0.843556408460205,0.123973656542666,-0.334677004815531,-0.329708234665228
"Penicillium vulpinum",4,4,0,0.0848206074338635,-0.115472456192802,0.0843880974163108,0.38469805911345,0.0975793273171359,-0.218353109660375,-0.227114131404168,-0.395414647338333
"Penicillium freii",7,1,0,-0.368881218152963,-0.320167832381368,-0.0207996954969571,0.385991478937951,-2.00945027664903,-0.0933786782516696,-0.247847868191898,-0.404948153883894
"Penicillium camemberti",5,3,0,0.334974113414194,-0.0735235862030726,0.257322823271938,0.152381390725882,-0.547821347619426,-0.0240049885090535,-0.800141842403551,-0.201313438861737
"Penicillium polonicum",5,3,0,-0.837920144710733,-0.192177390325817,0.5230440868539,0.865863237906804,-0.359219385235109,0.105889685537465,-0.526947872945563,-0.0657135218092129
"Penicillium decumbens",5,3,0,0.319850997706522,0.889498200972832,-0.00588204851707387,-0.781655270836257,-1.73993969364647,0.320556550962589,-0.30153316361583,-0.0333756424777578
"Penicillium italicum",6,2,0,-0.412346001920424,-0.335049144342025,0.0179732119815602,-0.503829608791777,-1.89511820982847,0.407640351988303,-0.188491572680178,-0.00432279221848239
"Penicillium coprophilum",5,3,0,-0.107941156031591,-0.422060283420714,-0.255464174484699,0.0751072080348316,0.232041088873339,0.122432601848206,-0.650808815800574,-0.0654792904918272
"Penicillium oxalicum",4,4,0,-0.116036988112334,-0.431620285279972,-0.295257438975025,0.347791320363227,-1.30532079388914,0.20805613182421,0.281066534572676,0.000548775950074352
"Penicillium steckii",7,1,0,-0.217229397793862,-0.473409638451454,-0.0357913976143966,0.205020620094142,-0.983406959348366,-0.150637056507603,-0.22200956331132,-0.264659382907772
"Penicillium subrubescens",6,2,0,-0.189422595943558,-0.238105735249672,-0.204188789604681,0.435805888184002,-0.153180504598271,0.122572598314703,-0.489328613261769,-0.260597465119744
"Aspergillus violaceofuscus",8,0,0,-0.307303221532732,-1.0743950629263,-0.774881757183197,-0.0269708840570823,-1.28402277782496,-0.256856712262202,-2.46625005763037,-0.481977490339719
"Aspergillus parasiticus",4,4,0,-0.510699713927298,0.0648052113736557,0.772150933968634,0.881503791962862,-0.42867842779762,0.323156554444437,-0.427131140059739,-0.884883225338075
"Aspergillus flavus",7,1,0,-0.460058967534889,-0.552698191299692,-1.23727078794457,0.168520133259147,-1.46930322228642,-0.00947988862574748,-0.618012881872462,-1.03274353817521
"Aspergillus ochraceoroseus",1,7,0,1.17938937414079,0.991696613948631,1.4556942187677,0.156451559565422,0.998339700749587,-0.309439847883136,0.994392373359589,1.06988219096493
"Aspergillus tubingensis",6,2,0,-0.379006368147367,1.02421864473272,-0.404044959253732,0.225181364855536,-1.45934088287198,-0.0638197401272133,-0.352620266256723,-0.542675322096521
"Aspergillus kawachii",6,2,0,-1.46512123060443,0.805672223093386,-2.01951188358034,0.190909314043321,-2.64094614851568,-0.389658699734426,-1.83621788654656,-1.59792691894835
"Aspergillus arachidicola",2,6,0,0.37909085146395,0.366068339777052,0.258681815825247,1.08718021059825,0.572142223905041,0.432196713993507,-0.691216338741438,-0.237400649275169
"Aspergillus oryzae",3,5,0,-0.326946601747386,0.0819507390736306,0.0464664997550949,-0.0660270774989693,0.374943714717245,0.0179923096766479,-0.0277458684721788,0.386004799982092
"Aspergillus glaucus",5,3,0,-0.284051369746011,-0.0257770786972053,0.328515041542707,0.539202654708375,-0.722677362694964,0.4810593716822,-0.998147127397882,-0.478149644205045
"Aspergillus novofumigatus",2,6,0,0.0327475911918974,0.252386941047206,0.104937987632563,0.0942756511664707,-0.202201598970759,0.23683508044136,-0.0888760541993305,0.0805553901845585
"Aspergillus japonicus",5,3,0,-1.84249381871144,0.0134126110432267,-1.58878616310009,2.59281393325303,-0.626355842018094,0.141388905256045,-1.45854417886133,-0.767963093534505
"Aspergillus piperis",4,4,0,-0.0962391541491362,0.110870208028011,-1.31541364659729,0.384125326812269,-1.42028306697748,0.104015427948237,-0.809036933834655,0.360253486169819
"Aspergillus luchuensis",6,2,0,-1.12670512714653,-0.731420442826276,-0.864024994374771,1.22248132247209,-2.2897783484607,0.666076642267772,-0.979300991866993,-0.262187519365894
"Aspergillus indologenus",5,3,0,-0.309138019635785,0.0902183695447815,-0.54297131365539,-0.0518630793363601,-1.30945064031853,0.152712692842368,-0.876577383709248,0.0548197777393423
"Aspergillus brunneoviolaceus",7,1,0,-0.649668856839897,-0.30739583225015,-0.0260512381294439,-0.368923073919195,-0.773425094993393,0.170083252567968,-0.841415818215051,-0.142577940545618
"Aspergillus vadensis",6,2,0,-0.268531901795571,-0.424119469412021,-0.7087755685423,0.0713234928951618,-0.351031300967335,-0.212981268527399,-0.32148637574482,0.103541774512645
"Aspergillus udagawae",6,2,0,-0.400009679454913,0.015815891814184,-0.392558379901223,-0.176728102086636,-0.48115384327281,0.191327559137912,-0.575826371911687,-0.324919037772827
"Aspergillus uvarum",5,3,0,-0.14666979389937,0.100473195910605,-0.160023021901427,-0.288689695603434,-0.572554095078221,0.064455405330971,-0.583049018118746,0.131337412905821
"Aspergillus niger",7,1,0,-0.378424655386182,-0.14003518371338,-0.48351670309052,0.613917404606394,-2.4009598625515,-0.155735560137713,-0.454100720849574,-0.600703996067372
"Aspergillus ustus",3,5,0,0.233287178376307,0.118461099804942,0.0826419934693868,0.00406961198408238,-0.56688150257801,0.0785172005717104,-0.364385642757802,-0.108798009782678
"Aspergillus neoniger",7,1,0,-0.92286555268866,-0.519648083129602,-0.825842920866454,0.0510536658039205,-1.12596463548699,-0.106972837468919,-0.785068419949349,-0.410202047933843
"Aspergillus eucalypticola",7,1,0,-0.230195757798074,-0.63555715205203,-0.591523015789199,0.101841723700711,-0.207476226112019,-0.00898812393075372,-0.291241502851932,-0.100758960527913
"Aspergillus versicolor",1,7,0,0.096611273411069,0.0232899700073307,0.0408607746211094,0.896131090030519,-0.325541176389341,0.0931661406104758,0.0358325007582425,0.0437076340793698
"Aspergillus calidoustus",6,2,0,-0.137128012862941,-0.111047217162827,0.00447035502992011,-0.349455330438532,-0.716755536288275,-0.0178700926127727,-0.62517843680296,0.0460936297576905
"Aspergillus carbonarius",5,3,0,-0.114011272014259,-0.00660711053224443,0.125427348744865,0.0463658906551693,-1.33181153397089,0.0149634403269002,-0.270024599527505,-0.163786668356741
"Aspergillus sclerotiicarbonarius",6,2,0,0.172711935258032,-0.486814920950278,-0.0395773959254398,-0.219573756369289,-0.892644215873692,0.187575385870117,-0.421693484971866,-0.378946219719313
"Aspergillus rambellii",0,8,0,1.43766059061818,0.949355459619754,1.85793899919606,1.18534548608806,1.60278768112986,1.72787151596389,1.80467399809661,1.46926660233703
"Aspergillus campestris",2,6,0,0.231605128708136,-0.300192444676386,0.0755346670120357,0.672358102548533,-0.576473666224499,0.29331047259204,0.0604115710248343,0.0796374438293448
"Aspergillus cristatus",4,4,0,-0.00841941777401806,0.00891178825768251,0.304143681996305,0.00518184266567662,-0.746983774456346,0.0351543785408927,-0.507951360132675,-0.321404625456999
"Aspergillus ellipticus",4,4,0,0.300695842691829,0.638905267480285,0.193350784584685,-0.19696445783815,-0.617656265767077,0.0215795751036939,-0.0689879864348634,-0.142117609700392
"Aspergillus aculeatinus",5,3,0,-0.343904705720031,-0.333942533496135,0.0454205552526736,1.44259593673823,-1.1850299267378,-0.0220474539676342,-0.111326566511209,0.0692748634862155
"Aspergillus turcosus",5,3,0,0.179227000198026,0.063784160871504,-0.194655983158819,-0.275046341523059,-0.349611801897206,0.186783971898859,-0.550617174820189,-0.095722674248672
"Aspergillus aculeatus",6,2,0,-0.0934132524507178,-0.116811222245538,-0.406207511219839,0.552857444069846,-0.970064389863844,0.023114849678125,-0.362488417010492,-0.0157087286136922
"Aspergillus saccharolyticus",6,2,0,-0.0323179496381086,-0.0472071806265148,0.148005699283922,0.216566014863579,-0.2087368445122,-0.0390017898582037,-0.422168104282395,-0.189453879334954
"Aspergillus nomius",5,3,0,-0.258168597101421,0.31645221736218,-0.13052343603514,-0.354323884755747,-0.625842312758772,0.00891312147504362,0.176487527692256,-0.221576109272991
"Aspergillus wentii",6,2,0,0.0572740831874541,-0.240217558859545,-0.108319569798832,-0.0798653672463354,-0.952936336567102,0.0819937164413054,-0.399328407240213,-0.433318956690925
"Aspergillus fumigatus",3,5,0,0.189002232366622,-0.0549838224517662,-0.22886082229319,0.237942594050154,0.515862234452584,-0.124472263177084,0.0930033265660462,0.28249146650566
"Aspergillus ruber",3,5,0,-0.514174244396085,0.01431059416045,0.114728679374168,-0.212661735109643,0.137725433444591,0.197075124946446,-0.163772078592862,0.153330694007143
"Aspergillus sydowii",2,6,0,0.26020239521018,0.115164814478228,0.39738747524546,0.386937786454173,-0.650981599317519,0.279066063785575,1.11731538805204,-0.46006401720159
"Aspergillus nidulans",7,1,0,-0.390855592009543,-0.229638298801381,-0.563380372884864,-0.0772338940427961,-0.549806490168154,0.205134489474825,-0.596419275341494,-0.244812332220864
"Aspergillus sclerotioniger",5,3,0,-0.329320442561814,-0.424103634207626,-0.0293623163676731,0.525052651737387,-0.250975602325229,0.141585402389041,-0.481454022963333,0.165406964998735
"Aspergillus brasiliensis",3,5,0,0.235273110683994,-0.433842589109115,-0.277018616553206,0.325436239532068,0.214337994348271,0.26552425056548,-0.530394527229879,0.193111530444736
"Aspergillus heteromorphus",6,2,0,-0.0772287641040831,-0.0248855221213009,-0.164085550399117,0.185627265706369,-0.140798859940551,0.247465722710051,-0.0901553722855452,-0.146649891139335
"Aspergillus steynii",6,2,0,-0.0207372420923348,-0.377713186236582,-0.0971460967543368,0.105925182607484,-0.159840285932099,0.0306767728869025,-0.450925697729561,-0.520336677858793
"Aspergillus taichungensis",5,3,0,0.0513161308756267,-0.588222371843024,-0.438034556629104,-0.0417690903610619,0.429419857781832,0.0458368906337609,-0.644649930498083,-0.259912146534332
"Blumeria graminis",3,5,0,-0.010085694774737,0.275850066099796,0.75051809391951,0.537038979211276,-0.941484071623424,0.199940249084075,-0.0208736943534753,0.193968737127547
"Erysiphe necator",5,3,0,-0.395948178060681,-0.157577900576676,0.221294447030454,0.679181069809676,-0.710293292861366,0.170485826724806,-0.288499038418645,-0.213771768513999
"Erysiphe pulchra",0,8,0,0.0901147321771892,0.776454434411226,0.816955153432478,0.702874768523339,0.157175120360874,0.264945509881341,0.835204310477714,0.34924024410799
"Amorphotheca resinae",2,6,0,0.473146000144837,0.402065339521038,0.544655624699469,0.586875231818242,-0.497227700286641,0.250044795601285,0.069513627086624,-0.0215945635190161
"Oidiodendron maius",6,2,0,-0.21775427948889,-0.647178198270183,-0.0721866194561246,0.105015187936502,-0.438128392487629,0.0950085256121007,-0.676487174285773,-0.224110198167153
"Pseudogymnoascus sp. VKM F-4516 (FW-969)",6,2,0,-0.00310490386450605,-0.0105016873080704,-0.0117431553925967,-0.0278371187056802,-0.0119628362316023,-0.0153045232009697,0.0195864933404235,0.0294156733874955
"Pseudogymnoascus sp. VKM F-4514 (FW-929)",6,2,0,0.0327285466553541,-0.0104088185678538,-0.0230630533998628,-0.0618500435507458,0.00912146598856197,-0.0176136439045656,-0.357163912063528,-0.00622467828220831
"Pseudogymnoascus sp. VKM F-4517 (FW-2822)",4,4,0,-0.151728316942833,0.130521661102923,-0.0198193413143434,0.0620607458775756,0.0359474352868631,-0.0327045632438384,-0.738219634046037,0.175807793508645
"Pseudogymnoascus sp. VKM F-4515 (FW-2607)",5,3,0,-0.443936781685193,-0.0790770482023069,-0.0966285980253521,1.35194108984904,-1.77227546082232,0.0898904188384369,-1.3503335565042,0.167047698734902
"Pseudogymnoascus sp. VKM F-4246",5,3,0,0.104886254052955,-0.0877036079816481,0.321925657839904,-0.905733737487506,-1.06015604380467,-0.424611628640598,-0.730717213714574,0.0203390662075772
"Pseudogymnoascus sp. VKM F-4520 (FW-2644)",1,7,0,0.559189457589702,0.875746131623079,-0.0539928411881387,0.201059962949793,0.0710777313944048,0.0191799483163898,0.525677100010077,0.208917589472117
"Pseudogymnoascus sp. VKM F-3557",6,2,0,-0.953399589134151,0.0220221107741953,-1.82915061053158,0.0174686982989999,-0.374934613140395,-0.0588062815947128,-0.319073992426233,-0.707258266517713
